,position,well,volume,xpos,ypos,field,XY,DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Teg,Plate,Well,Target,Field,XPos,YPos,Date,Time,ImageFile,Background,EjBound,SedBound,DetDiaMinTrans,DetDiaMaxTrans,IsoDiaMinTrans,IsoDiaMaxTrans,IsoIntMinTrans,IsoIntMaxTrans,IsoDiaMinFlu,IsoDiaMaxFlu,IsoIntMinFlu,IsoIntMaxFlu,CellType,CellSortFile,PickupXpos,PickupYpos,PickupWell,PickupPlate,DevX,DevY,RawFileName,MSAquisDateTime,Channel
283,17/25,"1G12,","20000,",25.0,17.0,2.0,2_25_17,5162.0,282.53,77.99,20.82,1.47,1.04,74.04,Transmission,1.0,A-1,1.0,2.0,25.0,17.0,08/06/2024,13:09:36,"=HYPERLINK(""5162_Printed_T1_F2_R17_C25_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A13,1.0,1.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.16
284,17/29,"1G13,","20000,",29.0,17.0,2.0,2_29_17,594.0,196.32,93.61,21.94,1.39,1.03,73.91,Transmission,1.0,A-1,1.0,2.0,29.0,17.0,08/06/2024,18:03:39,"=HYPERLINK(""594_Printed_T1_F2_R17_C29_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,24.0,11.0,A13,1.0,5.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.17
285,17/29,"1G13,","20000,",29.0,17.0,2.0,2_29_17,7405.0,276.18,51.53,19.04,1.51,1.04,72.64,Transmission,1.0,A-1,1.0,2.0,29.0,17.0,08/06/2024,13:18:50,"=HYPERLINK(""7405_Printed_T1_F2_R17_C29_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A13,1.0,5.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.17
286,17/39,"1G10,","20000,",39.0,17.0,2.0,2_39_17,735.0,240.42,65.66,19.39,1.44,1.03,80.16,Transmission,1.0,A-1,1.0,2.0,39.0,17.0,08/06/2024,18:04:13,"=HYPERLINK(""735_Printed_T1_F2_R17_C39_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,24.0,11.0,A13,1.0,15.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.14
287,17/39,"1G10,","20000,",39.0,17.0,2.0,2_39_17,10294.0,245.99,79.67,21.42,1.91,1.1,80.06,Transmission,1.0,A-1,1.0,2.0,39.0,17.0,08/06/2024,13:25:18,"=HYPERLINK(""10294_Printed_T1_F2_R17_C39_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A13,1.0,15.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.14
288,17/43,"1G11,","20000,",43.0,17.0,2.0,2_43_17,858.0,322.98,53.02,24.22,1.57,1.05,76.72,Transmission,1.0,A-1,1.0,2.0,43.0,17.0,08/06/2024,18:04:38,"=HYPERLINK(""858_Printed_T1_F2_R17_C43_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,24.0,11.0,A13,1.0,19.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.15
289,17/43,"1G11,","20000,",43.0,17.0,2.0,2_43_17,12697.0,241.97,97.05,17.94,1.97,1.11,79.61,Transmission,1.0,A-1,1.0,2.0,43.0,17.0,08/06/2024,13:30:39,"=HYPERLINK(""12697_Printed_T1_F2_R17_C43_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A13,1.0,19.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.15
290,17/61,"1G10,","20000,",61.0,17.0,2.0,2_61_17,1287.0,278.19,59.89,23.02,1.7,1.07,74.44,Transmission,1.0,A-1,1.0,2.0,61.0,17.0,08/06/2024,18:06:07,"=HYPERLINK(""1287_Printed_T1_F2_R17_C61_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,24.0,11.0,A13,1.0,37.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.14
291,17/61,"1G10,","20000,",61.0,17.0,2.0,2_61_17,21273.0,308.46,105.13,21.42,1.64,1.06,80.47,Transmission,1.0,A-1,1.0,2.0,61.0,17.0,08/06/2024,13:49:41,"=HYPERLINK(""21273_Printed_T1_F2_R17_C61_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A13,1.0,37.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.14
292,17/65,"1G11,","20000,",65.0,17.0,2.0,2_65_17,1412.0,246.46,99.87,22.57,1.41,1.03,76.71,Transmission,1.0,A-1,1.0,2.0,65.0,17.0,08/06/2024,18:06:34,"=HYPERLINK(""1412_Printed_T1_F2_R17_C65_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,24.0,11.0,A13,1.0,41.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.15
293,17/65,"1G11,","20000,",65.0,17.0,2.0,2_65_17,23155.0,305.2,96.88,16.63,1.74,1.08,79.45,Transmission,1.0,A-1,1.0,2.0,65.0,17.0,08/06/2024,13:53:54,"=HYPERLINK(""23155_Printed_T1_F2_R17_C65_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,11.0,A13,1.0,41.0,6.0,SH_240625_WA13_F02_C03_R04_S0013.d,,Reporter.intensity.15
294,24/3,"1G11,","20000,",3.0,24.0,2.0,2_3_24,53.0,328.82,47.12,21.42,1.58,1.05,78.94,Transmission,1.0,A-1,1.0,2.0,3.0,24.0,08/06/2024,17:42:33,"=HYPERLINK(""53_Printed_T1_F2_R24_C3_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,6.0,27.0,A10,1.0,-3.0,-3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.15
295,24/7,"1G12,","20000,",7.0,24.0,2.0,2_7_24,102.0,302.34,79.05,21.05,1.43,1.03,71.89,Transmission,1.0,A-1,1.0,2.0,7.0,24.0,08/06/2024,17:42:49,"=HYPERLINK(""102_Printed_T1_F2_R24_C7_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,6.0,27.0,A10,1.0,1.0,-3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.16
296,24/11,"1G13,","20000,",11.0,24.0,2.0,2_11_24,152.0,176.53,95.38,20.39,1.35,1.02,75.7,Transmission,1.0,A-1,1.0,2.0,11.0,24.0,08/06/2024,17:43:04,"=HYPERLINK(""152_Printed_T1_F2_R24_C11_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,6.0,27.0,A10,1.0,5.0,-3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.17
297,27/1,"1G14,","20000,",1.0,27.0,2.0,2_1_27,28.0,205.31,67.95,17.3,1.51,1.04,73.6,Transmission,1.0,A-1,1.0,2.0,1.0,27.0,08/06/2024,17:42:25,"=HYPERLINK(""28_Printed_T1_F2_R27_C1_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,6.0,27.0,A10,1.0,-5.0,0.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.18
298,27/5,"1G1,","20000,",5.0,27.0,2.0,2_5_27,79.0,271.38,92.11,20.5,1.29,1.02,74.15,Transmission,1.0,A-1,1.0,2.0,5.0,27.0,08/06/2024,17:42:42,"=HYPERLINK(""79_Printed_T1_F2_R27_C5_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,6.0,27.0,A10,1.0,-1.0,0.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.5
299,27/9,"1G2,","20000,",9.0,27.0,2.0,2_9_27,127.0,181.98,96.07,21.28,1.43,1.03,77.99,Transmission,1.0,A-1,1.0,2.0,9.0,27.0,08/06/2024,17:42:56,"=HYPERLINK(""127_Printed_T1_F2_R27_C9_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,6.0,27.0,A10,1.0,3.0,0.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.6
300,27/13,"1G3,","20000,",13.0,27.0,2.0,2_13_27,220.0,275.02,100.95,20.39,1.44,1.03,74.84,Transmission,1.0,A-1,1.0,2.0,13.0,27.0,08/06/2024,17:43:18,"=HYPERLINK(""220_Printed_T1_F2_R27_C13_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,6.0,27.0,A10,1.0,7.0,0.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.7
301,30/1,"1G4,","20000,",1.0,30.0,2.0,2_1_30,55.0,288.61,63.31,17.6,1.54,1.05,68.54,Transmission,1.0,A-1,1.0,2.0,1.0,30.0,08/06/2024,18:01:35,"=HYPERLINK(""55_Printed_T1_F2_R30_C1_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,6.0,27.0,A10,1.0,-5.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.8
302,30/1,"1G4,","20000,",1.0,30.0,2.0,2_1_30,256.0,279.66,92.16,20.92,1.84,1.09,77.4,Transmission,1.0,A-1,1.0,2.0,1.0,30.0,08/06/2024,12:57:41,"=HYPERLINK(""256_Printed_T1_F2_R30_C1_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,27.0,A10,1.0,-5.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.8
303,30/5,"1G5,","20000,",5.0,30.0,2.0,2_5_30,178.0,268.16,54.39,22.3,1.47,1.04,72.79,Transmission,1.0,A-1,1.0,2.0,5.0,30.0,08/06/2024,18:01:59,"=HYPERLINK(""178_Printed_T1_F2_R30_C5_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,6.0,27.0,A10,1.0,-1.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.9
304,30/5,"1G5,","20000,",5.0,30.0,2.0,2_5_30,992.0,211.76,58.04,18.11,1.74,1.08,70.16,Transmission,1.0,A-1,1.0,2.0,5.0,30.0,08/06/2024,12:59:30,"=HYPERLINK(""992_Printed_T1_F2_R30_C5_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,27.0,A10,1.0,-1.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.9
305,30/9,"1G6,","20000,",9.0,30.0,2.0,2_9_30,259.0,201.6,64.65,20.69,1.44,1.03,82.02,Transmission,1.0,A-1,1.0,2.0,9.0,30.0,08/06/2024,18:02:20,"=HYPERLINK(""259_Printed_T1_F2_R30_C9_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,6.0,27.0,A10,1.0,3.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.10
306,30/9,"1G6,","20000,",9.0,30.0,2.0,2_9_30,2050.0,190.03,81.7,20.12,1.77,1.08,77.72,Transmission,1.0,A-1,1.0,2.0,9.0,30.0,08/06/2024,13:01:57,"=HYPERLINK(""2050_Printed_T1_F2_R30_C9_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,27.0,A10,1.0,3.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.10
307,30/13,"1G7,","20000,",13.0,30.0,2.0,2_13_30,349.0,296.49,66.58,21.41,1.29,1.02,84.19,Transmission,1.0,A-1,1.0,2.0,13.0,30.0,08/06/2024,18:02:40,"=HYPERLINK(""349_Printed_T1_F2_R30_C13_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,6.0,27.0,A10,1.0,7.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.11
308,30/13,"1G7,","20000,",13.0,30.0,2.0,2_13_30,2964.0,320.99,78.12,25.68,1.76,1.08,81.21,Transmission,1.0,A-1,1.0,2.0,13.0,30.0,08/06/2024,13:04:35,"=HYPERLINK(""2964_Printed_T1_F2_R30_C13_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,27.0,A10,1.0,7.0,3.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.11
309,33/3,"1G8,","20000,",3.0,33.0,2.0,2_3_33,134.0,283.62,73.84,18.24,1.37,1.03,70.56,Transmission,1.0,A-1,1.0,2.0,3.0,33.0,08/06/2024,18:01:50,"=HYPERLINK(""134_Printed_T1_F2_R33_C3_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,6.0,27.0,A10,1.0,-3.0,6.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.12
310,33/3,"1G8,","20000,",3.0,33.0,2.0,2_3_33,595.0,305.12,61.53,21.93,1.68,1.07,78.23,Transmission,1.0,A-1,1.0,2.0,3.0,33.0,08/06/2024,12:58:30,"=HYPERLINK(""595_Printed_T1_F2_R33_C3_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,27.0,A10,1.0,-3.0,6.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.12
311,33/7,"1G9,","20000,",7.0,33.0,2.0,2_7_33,218.0,207.3,97.46,22.95,1.4,1.03,79.8,Transmission,1.0,A-1,1.0,2.0,7.0,33.0,08/06/2024,18:02:08,"=HYPERLINK(""218_Printed_T1_F2_R33_C7_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_18012408_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde.xls,6.0,27.0,A10,1.0,1.0,6.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.13
312,33/7,"1G9,","20000,",7.0,33.0,2.0,2_7_33,1554.0,245.99,55.65,17.22,2.0,1.12,73.98,Transmission,1.0,A-1,1.0,2.0,7.0,33.0,08/06/2024,13:00:47,"=HYPERLINK(""1554_Printed_T1_F2_R33_C7_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,27.0,A10,1.0,1.0,6.0,SH_240625_WA10_F02_C04_R03_S0010.d,,Reporter.intensity.13
313,24/21,"1G10,","20000,",21.0,24.0,2.0,2_21_24,296.0,192.46,82.9,24.19,1.35,1.02,74.02,Transmission,1.0,A-1,1.0,2.0,21.0,24.0,08/06/2024,17:43:38,"=HYPERLINK(""296_Printed_T1_F2_R24_C21_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,-3.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.14
314,24/25,"1G11,","20000,",25.0,24.0,2.0,2_25_24,416.0,282.26,57.46,19.82,1.38,1.03,79.18,Transmission,1.0,A-1,1.0,2.0,25.0,24.0,08/06/2024,17:44:04,"=HYPERLINK(""416_Printed_T1_F2_R24_C25_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,1.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.15
315,24/29,"1G12,","20000,",29.0,24.0,2.0,2_29_24,509.0,193.87,61.1,21.9,1.49,1.04,75.61,Transmission,1.0,A-1,1.0,2.0,29.0,24.0,08/06/2024,17:44:26,"=HYPERLINK(""509_Printed_T1_F2_R24_C29_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,5.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.16
316,24/39,"1G9,","20000,",39.0,24.0,2.0,2_39_24,637.0,238.49,81.69,21.02,1.37,1.03,80.19,Transmission,1.0,A-1,1.0,2.0,39.0,24.0,08/06/2024,17:44:58,"=HYPERLINK(""637_Printed_T1_F2_R24_C39_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,15.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.13
317,24/43,"1G10,","20000,",43.0,24.0,2.0,2_43_24,682.0,301.48,58.02,21.38,1.44,1.03,72.85,Transmission,1.0,A-1,1.0,2.0,43.0,24.0,08/06/2024,17:45:13,"=HYPERLINK(""682_Printed_T1_F2_R24_C43_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,19.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.14
318,24/47,"1G11,","20000,",47.0,24.0,2.0,2_47_24,750.0,293.68,60.06,20.54,1.48,1.04,80.27,Transmission,1.0,A-1,1.0,2.0,47.0,24.0,08/06/2024,17:45:32,"=HYPERLINK(""750_Printed_T1_F2_R24_C47_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,23.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.15
319,24/57,"1G8,","20000,",57.0,24.0,2.0,2_57_24,886.0,327.35,53.9,18.28,1.41,1.03,71.14,Transmission,1.0,A-1,1.0,2.0,57.0,24.0,08/06/2024,17:46:05,"=HYPERLINK(""886_Printed_T1_F2_R24_C57_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,33.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.12
320,24/61,"1G9,","20000,",61.0,24.0,2.0,2_61_24,944.0,189.17,65.9,21.8,1.35,1.02,75.26,Transmission,1.0,A-1,1.0,2.0,61.0,24.0,08/06/2024,17:46:23,"=HYPERLINK(""944_Printed_T1_F2_R24_C61_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,37.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.13
321,24/65,"1G10,","20000,",65.0,24.0,2.0,2_65_24,1021.0,196.32,61.01,20.39,1.36,1.02,75.71,Transmission,1.0,A-1,1.0,2.0,65.0,24.0,08/06/2024,17:46:44,"=HYPERLINK(""1021_Printed_T1_F2_R24_C65_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_17421808_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde.xls,24.0,27.0,A14,1.0,41.0,-3.0,SH_240625_WA14_F02_C03_R03_S0014.d,,Reporter.intensity.14
