,position,well,volume,xpos,ypos,field,XY,DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Teg,Plate,Well,Target,Field,XPos,YPos,Date,Time,ImageFile,Background,EjBound,SedBound,DetDiaMinTrans,DetDiaMaxTrans,IsoDiaMinTrans,IsoDiaMaxTrans,IsoIntMinTrans,IsoIntMaxTrans,IsoDiaMinFlu,IsoDiaMaxFlu,IsoIntMinFlu,IsoIntMaxFlu,CellType,CellSortFile,PickupXpos,PickupYpos,PickupWell,PickupPlate,DevX,DevY,RawFileName,MSAquisDateTime,Channel
775,49/43,"1G3,","20000,",43.0,49.0,3.0,3_43_49,1477.0,267.32,49.44,25.95,1.55,1.05,80.58,Transmission,1.0,A-1,1.0,3.0,43.0,49.0,08/06/2024,16:50:12,"=HYPERLINK(""1477_Printed_T1_F3_R49_C43_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,43.0,A23,1.0,19.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.7
776,49/43,"1G3,","20000,",43.0,49.0,3.0,3_43_49,36755.0,218.41,69.42,21.63,1.42,1.03,72.93,Transmission,1.0,A-1,1.0,3.0,43.0,49.0,08/06/2024,14:27:02,"=HYPERLINK(""36755_Printed_T1_F3_R49_C43_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,43.0,A23,1.0,19.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.7
777,49/47,"1G4,","20000,",47.0,49.0,3.0,3_47_49,1659.0,193.41,106.76,20.83,1.44,1.03,85.14,Transmission,1.0,A-1,1.0,3.0,47.0,49.0,08/06/2024,16:50:45,"=HYPERLINK(""1659_Printed_T1_F3_R49_C47_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,43.0,A23,1.0,23.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.8
778,49/47,"1G4,","20000,",47.0,49.0,3.0,3_47_49,36960.0,232.55,95.02,21.95,1.42,1.03,75.54,Transmission,1.0,A-1,1.0,3.0,47.0,49.0,08/06/2024,14:27:39,"=HYPERLINK(""36960_Printed_T1_F3_R49_C47_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,43.0,A23,1.0,23.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.8
779,49/57,"1G1,","20000,",57.0,49.0,3.0,3_57_49,1774.0,260.97,58.08,17.97,1.24,1.01,70.45,Transmission,1.0,A-1,1.0,3.0,57.0,49.0,08/06/2024,16:51:14,"=HYPERLINK(""1774_Printed_T1_F3_R49_C57_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,43.0,A23,1.0,33.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.5
780,49/57,"1G1,","20000,",57.0,49.0,3.0,3_57_49,37158.0,231.28,64.95,20.02,1.36,1.02,69.59,Transmission,1.0,A-1,1.0,3.0,57.0,49.0,08/06/2024,14:28:19,"=HYPERLINK(""37158_Printed_T1_F3_R49_C57_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,43.0,A23,1.0,33.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.5
781,49/61,"1G2,","20000,",61.0,49.0,3.0,3_61_49,2093.0,207.77,57.62,19.94,1.48,1.04,71.09,Transmission,1.0,A-1,1.0,3.0,61.0,49.0,08/06/2024,16:52:09,"=HYPERLINK(""2093_Printed_T1_F3_R49_C61_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,43.0,A23,1.0,37.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.6
782,49/61,"1G2,","20000,",61.0,49.0,3.0,3_61_49,37349.0,170.87,79.82,20.23,1.31,1.02,71.64,Transmission,1.0,A-1,1.0,3.0,61.0,49.0,08/06/2024,14:28:55,"=HYPERLINK(""37349_Printed_T1_F3_R49_C61_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,43.0,A23,1.0,37.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.6
783,49/65,"1G3,","20000,",65.0,49.0,3.0,3_65_49,2324.0,324.29,114.63,17.67,1.34,1.02,71.97,Transmission,1.0,A-1,1.0,3.0,65.0,49.0,08/06/2024,16:52:50,"=HYPERLINK(""2324_Printed_T1_F3_R49_C65_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,24.0,43.0,A23,1.0,41.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.7
784,49/65,"1G3,","20000,",65.0,49.0,3.0,3_65_49,37534.0,218.93,75.2,19.76,1.26,1.01,68.78,Transmission,1.0,A-1,1.0,3.0,65.0,49.0,08/06/2024,14:29:31,"=HYPERLINK(""37534_Printed_T1_F3_R49_C65_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,24.0,43.0,A23,1.0,41.0,6.0,SH_240625_WA23_F03_C03_R02_S0023.d,,Reporter.intensity.7
785,56/3,"1G3,","20000,",3.0,56.0,3.0,3_3_56,49.0,218.8,52.8,18.31,1.51,1.04,61.88,Transmission,1.0,A-1,1.0,3.0,3.0,56.0,08/06/2024,16:32:52,"=HYPERLINK(""49_Printed_T1_F3_R56_C3_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,-3.0,-3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.7
786,56/7,"1G4,","20000,",7.0,56.0,3.0,3_7_56,155.0,211.4,58.94,18.57,1.65,1.06,62.9,Transmission,1.0,A-1,1.0,3.0,7.0,56.0,08/06/2024,16:33:17,"=HYPERLINK(""155_Printed_T1_F3_R56_C7_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,1.0,-3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.8
787,56/11,"1G5,","20000,",11.0,56.0,3.0,3_11_56,187.0,258.53,102.54,22.71,1.52,1.04,81.44,Transmission,1.0,A-1,1.0,3.0,11.0,56.0,08/06/2024,16:33:31,"=HYPERLINK(""187_Printed_T1_F3_R56_C11_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,5.0,-3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.9
788,59/1,"1G6,","20000,",1.0,59.0,3.0,3_1_59,26.0,177.01,65.57,17.29,1.36,1.02,70.88,Transmission,1.0,A-1,1.0,3.0,1.0,59.0,08/06/2024,16:32:45,"=HYPERLINK(""26_Printed_T1_F3_R59_C1_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,-5.0,0.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.10
789,59/5,"1G7,","20000,",5.0,59.0,3.0,3_5_59,111.0,220.02,99.44,21.8,1.53,1.05,81.78,Transmission,1.0,A-1,1.0,3.0,5.0,59.0,08/06/2024,16:33:07,"=HYPERLINK(""111_Printed_T1_F3_R59_C5_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,-1.0,0.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.11
790,59/9,"1G8,","20000,",9.0,59.0,3.0,3_9_59,171.0,241.35,49.34,17.34,1.57,1.05,72.02,Transmission,1.0,A-1,1.0,3.0,9.0,59.0,08/06/2024,16:33:24,"=HYPERLINK(""171_Printed_T1_F3_R59_C9_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,3.0,0.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.12
791,59/13,"1G9,","20000,",13.0,59.0,3.0,3_13_59,224.0,182.9,97.83,16.39,1.45,1.03,77.54,Transmission,1.0,A-1,1.0,3.0,13.0,59.0,08/06/2024,16:33:41,"=HYPERLINK(""224_Printed_T1_F3_R59_C13_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,7.0,0.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.13
792,62/1,"1G10,","20000,",1.0,62.0,3.0,3_1_62,74.0,173.66,89.7,19.43,1.33,1.02,74.13,Transmission,1.0,A-1,1.0,3.0,1.0,62.0,08/06/2024,16:45:42,"=HYPERLINK(""74_Printed_T1_F3_R62_C1_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,-5.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.14
793,62/1,"1G10,","20000,",1.0,62.0,3.0,3_1_62,26717.0,206.82,92.1,19.62,1.72,1.07,80.4,Transmission,1.0,A-1,1.0,3.0,1.0,62.0,08/06/2024,14:01:49,"=HYPERLINK(""26717_Printed_T1_F3_R62_C1_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,59.0,A20,1.0,-5.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.14
794,62/5,"1G11,","20000,",5.0,62.0,3.0,3_5_62,278.0,257.42,97.9,18.49,1.3,1.02,67.17,Transmission,1.0,A-1,1.0,3.0,5.0,62.0,08/06/2024,16:46:17,"=HYPERLINK(""278_Printed_T1_F3_R62_C5_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,-1.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.15
795,62/5,"1G11,","20000,",5.0,62.0,3.0,3_5_62,28933.0,193.61,39.93,16.64,1.67,1.07,77.82,Transmission,1.0,A-1,1.0,3.0,5.0,62.0,08/06/2024,14:06:44,"=HYPERLINK(""28933_Printed_T1_F3_R62_C5_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,59.0,A20,1.0,-1.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.15
796,62/9,"1G12,","20000,",9.0,62.0,3.0,3_9_62,424.0,195.17,83.4,18.38,1.41,1.03,63.01,Transmission,1.0,A-1,1.0,3.0,9.0,62.0,08/06/2024,16:46:48,"=HYPERLINK(""424_Printed_T1_F3_R62_C9_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,3.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.16
797,62/9,"1G12,","20000,",9.0,62.0,3.0,3_9_62,32152.0,293.17,102.33,22.21,1.42,1.03,78.42,Transmission,1.0,A-1,1.0,3.0,9.0,62.0,08/06/2024,14:13:52,"=HYPERLINK(""32152_Printed_T1_F3_R62_C9_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,59.0,A20,1.0,3.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.16
798,62/13,"1G13,","20000,",13.0,62.0,3.0,3_13_62,608.0,250.01,71.26,19.9,1.43,1.03,79.52,Transmission,1.0,A-1,1.0,3.0,13.0,62.0,08/06/2024,16:47:22,"=HYPERLINK(""608_Printed_T1_F3_R62_C13_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,7.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.17
799,62/13,"1G13,","20000,",13.0,62.0,3.0,3_13_62,33901.0,194.48,92.84,19.25,1.8,1.09,77.5,Transmission,1.0,A-1,1.0,3.0,13.0,62.0,08/06/2024,14:17:47,"=HYPERLINK(""33901_Printed_T1_F3_R62_C13_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,59.0,A20,1.0,7.0,3.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.17
800,65/3,"1G14,","20000,",3.0,65.0,3.0,3_3_65,223.0,168.04,87.65,19.01,1.35,1.02,75.32,Transmission,1.0,A-1,1.0,3.0,3.0,65.0,08/06/2024,16:46:06,"=HYPERLINK(""223_Printed_T1_F3_R65_C3_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,-3.0,6.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.18
801,65/3,"1G14,","20000,",3.0,65.0,3.0,3_3_65,28500.0,271.89,102.71,19.53,1.74,1.08,76.16,Transmission,1.0,A-1,1.0,3.0,3.0,65.0,08/06/2024,14:05:44,"=HYPERLINK(""28500_Printed_T1_F3_R65_C3_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,59.0,A20,1.0,-3.0,6.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.18
802,65/7,"1G1,","20000,",7.0,65.0,3.0,3_7_65,352.0,222.01,80.21,22.2,1.37,1.03,72.51,Transmission,1.0,A-1,1.0,3.0,7.0,65.0,08/06/2024,16:46:32,"=HYPERLINK(""352_Printed_T1_F3_R65_C7_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,1.0,6.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.5
803,65/7,"1G1,","20000,",7.0,65.0,3.0,3_7_65,31153.0,218.51,88.52,17.79,1.57,1.05,72.61,Transmission,1.0,A-1,1.0,3.0,7.0,65.0,08/06/2024,14:11:36,"=HYPERLINK(""31153_Printed_T1_F3_R65_C7_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,59.0,A20,1.0,1.0,6.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.5
804,65/11,"1G2,","20000,",11.0,65.0,3.0,3_11_65,499.0,261.04,95.66,18.04,1.31,1.02,69.23,Transmission,1.0,A-1,1.0,3.0,11.0,65.0,08/06/2024,16:47:02,"=HYPERLINK(""499_Printed_T1_F3_R65_C11_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16452708_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_formaldehyde_and_methanol.xls,6.0,59.0,A20,1.0,5.0,6.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.6
805,65/11,"1G2,","20000,",11.0,65.0,3.0,3_11_65,32477.0,210.73,85.56,18.29,1.38,1.03,71.01,Transmission,1.0,A-1,1.0,3.0,11.0,65.0,08/06/2024,14:14:38,"=HYPERLINK(""32477_Printed_T1_F3_R65_C11_(A-1)_Trans_Methanol_A549_Run.png"")","=HYPERLINK(""20240608_12563508_sample name_Background.png"")",217.0,200.0,14.0,28.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,A549_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\A549_methanol.xls,6.0,59.0,A20,1.0,5.0,6.0,SH_240625_WA20_F03_C04_R01_S0020.d,,Reporter.intensity.6
806,56/21,"1G2,","20000,",21.0,56.0,3.0,3_21_56,286.0,258.55,104.85,20.39,1.43,1.03,77.29,Transmission,1.0,A-1,1.0,3.0,21.0,56.0,08/06/2024,16:34:01,"=HYPERLINK(""286_Printed_T1_F3_R56_C21_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,59.0,A24,1.0,-3.0,-3.0,SH_240625_WA24_F03_C03_R01_S0024.d,,Reporter.intensity.6
807,56/25,"1G3,","20000,",25.0,56.0,3.0,3_25_56,350.0,199.98,98.22,19.09,1.36,1.02,71.72,Transmission,1.0,A-1,1.0,3.0,25.0,56.0,08/06/2024,16:34:20,"=HYPERLINK(""350_Printed_T1_F3_R56_C25_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,59.0,A24,1.0,1.0,-3.0,SH_240625_WA24_F03_C03_R01_S0024.d,,Reporter.intensity.7
808,56/29,"1G4,","20000,",29.0,56.0,3.0,3_29_56,407.0,174.91,58.74,20.14,1.38,1.03,71.96,Transmission,1.0,A-1,1.0,3.0,29.0,56.0,08/06/2024,16:34:38,"=HYPERLINK(""407_Printed_T1_F3_R56_C29_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,59.0,A24,1.0,5.0,-3.0,SH_240625_WA24_F03_C03_R01_S0024.d,,Reporter.intensity.8
809,56/39,"1G1,","20000,",39.0,56.0,3.0,3_39_56,502.0,189.07,71.65,17.82,1.45,1.03,73.41,Transmission,1.0,A-1,1.0,3.0,39.0,56.0,08/06/2024,16:35:06,"=HYPERLINK(""502_Printed_T1_F3_R56_C39_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,59.0,A24,1.0,15.0,-3.0,SH_240625_WA24_F03_C03_R01_S0024.d,,Reporter.intensity.5
810,56/43,"1G2,","20000,",43.0,56.0,3.0,3_43_56,547.0,176.87,57.64,18.73,1.28,1.02,72.47,Transmission,1.0,A-1,1.0,3.0,43.0,56.0,08/06/2024,16:35:21,"=HYPERLINK(""547_Printed_T1_F3_R56_C43_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,59.0,A24,1.0,19.0,-3.0,SH_240625_WA24_F03_C03_R01_S0024.d,,Reporter.intensity.6
811,56/47,"1G3,","20000,",47.0,56.0,3.0,3_47_56,595.0,288.38,54.81,17.77,1.64,1.06,75.17,Transmission,1.0,A-1,1.0,3.0,47.0,56.0,08/06/2024,16:35:38,"=HYPERLINK(""595_Printed_T1_F3_R56_C47_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,59.0,A24,1.0,23.0,-3.0,SH_240625_WA24_F03_C03_R01_S0024.d,,Reporter.intensity.7
812,56/57,"1G14,","20000,",57.0,56.0,3.0,3_57_56,672.0,262.17,102.14,18.65,1.33,1.02,71.6,Transmission,1.0,A-1,1.0,3.0,57.0,56.0,08/06/2024,16:36:04,"=HYPERLINK(""672_Printed_T1_F3_R56_C57_(A-1)_Trans_samplename_Run.png"")","=HYPERLINK(""20240608_16323508_sample name_Background.png"")",217.0,200.0,14.0,26.0,5.0,100.0,1.0,255.0,0.0,0.0,0.0,0.0,HEK_formaldehyde_and_methanol,C:\\Users\\alexr\\Downloads\\DemoSCP\\Cell_files\\HEK_formaldehyde_and_methanol.xls,24.0,59.0,A24,1.0,33.0,-3.0,SH_240625_WA24_F03_C03_R01_S0024.d,,Reporter.intensity.18
